Ledger_Number,Row_Count,Transaction_Fee_med,Transaction_Fee_avg,Transaction_Fee_max,Transaction_Fee_min,Transaction_Fee_sum
67151495,42,12.0,12.19047619047619,20,12,512
67154495,35,12.0,463.14285714285717,5536,12,16210
67157495,36,12.0,12.666666666666666,20,12,456
67160495,36,12.0,12.0,12,12,432
67163495,28,12.0,13.142857142857142,20,12,368
67166495,34,12.0,11.941176470588236,12,10,406
67169495,32,12.0,11.9375,12,10,382
67172495,34,12.0,12.0,12,12,408
67175495,57,12.0,14.421052631578947,150,12,822
67178495,28,12.0,12.857142857142858,20,12,360
67181495,22,12.0,12.363636363636363,20,12,272
67184495,29,12.0,210.17241379310346,5611,10,6095
67187495,36,12.0,12.222222222222221,20,12,440
67190495,33,12.0,12.727272727272727,20,12,420
67193495,20,12.0,12.0,20,10,240
67196495,52,12.0,12.307692307692308,20,12,640
67199495,53,12.0,851.2830188679245,5922,10,45118
67202495,31,12.0,12.0,12,12,372
67205495,35,12.0,11.942857142857143,12,10,418
67208495,39,12.0,158.15384615384616,5714,10,6168
67211495,37,12.0,12.27027027027027,20,10,454
67214495,23,12.0,12.347826086956522,20,12,284
67217495,21,12.0,12.0,12,12,252
67220495,47,12.0,12.0,12,12,564
67223495,22,12.0,14.0,20,10,308
67226495,41,12.0,16.146341463414632,150,12,662
67229495,47,12.0,12.851063829787234,20,12,604
67232495,42,12.0,12.0,12,12,504
67235495,40,12.0,11.95,12,10,478
67238495,42,12.0,12.0,12,12,504
67241495,24,12.0,12.333333333333334,20,12,296
67244495,33,12.0,12.0,12,12,396
67247495,23,12.0,12.608695652173912,20,10,290
67250495,31,12.0,12.129032258064516,20,10,376
67253495,38,12.0,149.8684210526316,5233,10,5695
67256495,41,12.0,12.0,12,12,492
67259495,37,12.0,12.0,12,12,444
67262495,55,12.0,12.218181818181819,20,10,672
67265495,37,12.0,11.72972972972973,12,10,434
67268495,36,12.0,12.166666666666666,20,10,438
67271495,48,12.0,12.0,20,10,576
67274495,38,12.0,12.157894736842104,20,10,462
67277495,42,12.0,12.380952380952381,20,12,520
67280495,39,12.0,12.435897435897436,20,10,485
67283495,28,12.0,26.571428571428573,200,12,744
67286495,40,12.0,12.1,20,10,484
67289495,58,12.0,13.241379310344827,20,12,768
67292495,20,12.0,12.7,20,10,254
67295495,27,12.0,12.296296296296296,20,12,332
67298495,51,12.0,12.470588235294118,20,12,636
67301495,52,12.0,12.038461538461538,20,10,626
67304495,27,12.0,11.925925925925926,12,11,322
67307495,43,12.0,12.0,12,12,516
67310495,36,12.0,305.3611111111111,5347,12,10993
67313495,42,12.0,12.571428571428571,20,12,528
67316495,50,12.0,20.4,150,10,1020
67319495,47,12.0,12.340425531914894,20,12,580
67322495,49,12.0,12.63265306122449,20,10,619
67325495,32,12.0,29.4375,150,10,942
67328495,41,12.0,521.6585365853658,5357,12,21388
67331495,34,12.0,12.470588235294118,20,12,424
67334495,43,12.0,139.02325581395348,5335,10,5978
67337495,42,12.0,12.571428571428571,20,12,528
67340495,50,12.0,12.24,20,10,612
67343495,35,12.0,641.6571428571428,5640,12,22458
67346495,24,12.0,12.166666666666666,20,10,292
67349495,38,12.0,12.0,12,12,456
67352495,40,12.0,12.4,20,12,496
67355495,34,12.0,13.529411764705882,50,10,460
67358495,31,12.0,353.19354838709677,5419,12,10949
67361495,46,12.0,12.347826086956522,20,12,568
67364495,33,12.0,12.242424242424242,20,12,404
67367495,35,12.0,14.0,20,10,490
67370495,31,12.0,12.516129032258064,20,12,388
67373495,41,12.0,12.585365853658537,20,12,516
67376495,50,12.0,12.32,20,12,616
67379495,38,12.0,11.736842105263158,12,10,446
67382495,52,12.0,416.1730769230769,5335,10,21641
67385495,38,12.0,12.421052631578947,20,12,472
67388495,38,12.0,12.421052631578947,20,12,472
67391495,57,12.0,1349.9649122807018,5744,10,76948
67394495,41,12.0,12.975609756097562,20,12,532
67397495,40,12.0,15.45,150,12,618
67400495,50,12.0,215.02,5122,10,10751
67403495,36,12.0,12.5,20,10,450
67406495,47,12.0,11.617021276595745,12,10,546
67409495,39,12.0,12.41025641025641,20,12,484
67412495,24,12.0,12.0,12,12,288
67415495,50,12.0,17.6,150,10,880
67418495,23,12.0,12.347826086956522,20,12,284
67421495,36,12.0,12.222222222222221,20,12,440
67424495,35,12.0,12.685714285714285,20,12,444
67427495,45,12.0,12.133333333333333,20,10,546
67430495,44,12.0,20.34090909090909,383,10,895
67433495,17,12.0,12.0,12,12,204
67436495,29,12.0,12.206896551724139,20,10,354
67439495,30,12.0,12.533333333333333,20,12,376
67442495,35,12.0,12.914285714285715,20,12,452
67445495,33,12.0,12.121212121212121,20,10,400
67448495,43,12.0,11.953488372093023,20,10,514
67451495,41,12.0,15.121951219512194,150,10,620
67454495,42,12.0,12.404761904761905,20,10,521
67460495,5,12.0,12.8,20,10,64
67463495,10,12.0,12.0,20,10,120
67466495,20,12.0,14.95,20,10,299
67469495,13,11.0,22.384615384615383,150,10,291
67472495,23,11.0,13.826086956521738,50,10,318
67475495,7,12.0,15.428571428571429,20,12,108
67478495,6,16.0,16.0,20,12,96
67481495,20,12.0,32.6,216,12,652
67484495,18,12.0,1841.0555555555557,9084,10,33139
67487495,8,12.0,13.75,20,10,110
67490495,20,20.0,3500.0,10143,12,70000
67493495,16,12.0,12.875,20,10,206
67496495,14,12.0,13.714285714285714,20,12,192
67499495,13,12.0,13.23076923076923,20,12,172
67502495,17,12.0,13.529411764705882,20,10,230
67505495,8,12.0,788.125,6221,12,6305
67508495,17,12.0,342.0,5606,12,5814
67511495,13,12.0,13.846153846153847,20,12,180
67514495,16,12.0,12.625,20,10,202
67517495,19,12.0,12.842105263157896,20,10,244
67520495,8,20.0,17.0,20,12,136
67523495,14,12.0,13.142857142857142,20,12,184
67526495,31,12.0,13.161290322580646,20,10,408
67529495,51,12.0,13.098039215686274,20,12,668
67532495,32,12.0,12.4375,20,10,398
67535495,13,12.0,13.23076923076923,20,12,172
67538495,48,12.0,11.9375,12,11,573
67541495,34,12.0,12.705882352941176,20,12,432
67544495,41,12.0,175.8780487804878,6723,12,7211
67547495,35,12.0,13.142857142857142,20,12,460
67550495,50,12.0,12.96,20,12,648
67553495,35,12.0,12.685714285714285,20,12,444
67556495,27,12.0,12.88888888888889,20,12,348
67559495,48,12.0,11.958333333333334,12,10,574
67562495,52,12.0,419.7307692307692,5351,12,21826
67565495,41,12.0,15.487804878048781,131,12,635
67568495,40,12.0,164.75,6090,12,6590
67571495,32,12.0,13.0,20,12,416
67574495,16,12.0,518.0,8100,12,8288
67577495,29,12.0,14.206896551724139,20,12,412
67580495,43,12.0,336.3488372093023,7748,10,14463
67583495,39,12.0,12.282051282051283,20,12,479
67586495,46,12.0,351.45652173913044,5209,12,16167
67589495,44,12.0,11.954545454545455,12,10,526
67592495,48,12.0,12.0,12,12,576
67595495,23,12.0,1550.8695652173913,5066,12,35670
67598495,58,12.0,12.275862068965518,20,12,712
67601495,37,12.0,341.02702702702703,6095,12,12618
67604495,34,12.0,14.941176470588236,118,10,508
67607495,37,12.0,19.08108108108108,250,12,706
67610495,46,12.0,37.08695652173913,1000,10,1706
67613495,36,12.0,18.444444444444443,250,10,664
67616495,52,12.0,227.59615384615384,10334,10,11835
67619495,38,12.0,12.631578947368421,20,12,480
67622495,42,12.0,12.571428571428571,20,12,528
67625495,32,12.0,12.875,20,10,412
67628495,32,12.0,16.3125,150,12,522
67631495,24,12.0,14.0,20,12,336
67634495,30,12.0,21.6,150,10,648
67637495,28,12.0,417.67857142857144,5755,10,11695
67640495,42,12.0,1299.2142857142858,5129,10,54567
67643495,38,12.0,11.631578947368421,12,10,442
67646495,15,12.0,11.866666666666667,12,10,178
67649495,37,12.0,18.64864864864865,250,12,690
67652495,50,12.0,225.26,5362,12,11263
67655495,30,12.0,423.2,6176,12,12696
67658495,43,12.0,13.488372093023257,20,12,580
67661495,32,12.0,170.375,5076,10,5452
67664495,20,12.0,13.2,20,12,264
67667495,42,12.0,82.80952380952381,1000,10,3478
67670495,36,12.0,13.11111111111111,20,12,472
67673495,37,12.0,12.0,12,12,444
67676495,32,12.0,30.0,150,12,960
67679495,10,12.0,13.6,20,12,136
67682495,38,12.0,12.421052631578947,20,12,472
67685495,36,12.0,181.19444444444446,6100,12,6523
67688495,63,12.0,12.857142857142858,20,10,810
67691495,37,12.0,13.297297297297296,20,12,492
67694495,43,12.0,12.186046511627907,20,12,524
67697495,37,12.0,118.54054054054055,3800,12,4386
67700495,39,12.0,168.15384615384616,6086,12,6558
67703495,43,12.0,12.372093023255815,20,10,532
67706495,52,12.0,314.90384615384613,5359,12,16375
67709495,21,12.0,12.0,12,12,252
67712495,38,12.0,12.947368421052632,20,10,492
67715495,19,12.0,14.526315789473685,20,12,276
67718495,28,12.0,12.0,12,12,336
67721495,9,12.0,13.333333333333334,20,10,120
67724495,55,12.0,13.218181818181819,47,12,727
67727495,48,12.0,11.854166666666666,15,10,569
67730495,51,12.0,12.784313725490197,20,10,652
67733495,40,12.0,12.775,20,11,511
67736495,51,12.0,12.03921568627451,20,10,614
67739495,46,12.0,12.0,12,12,552
67742495,40,12.0,574.8,5661,10,22992
67745495,24,12.0,14.25,20,10,342
67748495,40,12.0,13.0,20,12,520
67751495,30,12.0,13.066666666666666,20,12,392
67754495,51,12.0,12.392156862745098,20,10,632
67757495,14,12.0,12.0,12,12,168
67760495,32,12.0,12.75,20,12,408
67763495,36,12.0,13.055555555555555,20,10,470
67766495,48,12.0,12.0,12,12,576
67769495,32,12.0,13.09375,20,10,419
67772495,34,12.0,15.235294117647058,100,10,518
67775495,42,12.0,12.571428571428571,20,12,528
67778495,42,12.0,80.42857142857143,2870,12,3378
67781495,34,12.0,12.0,12,12,408
67784495,19,12.0,26.05263157894737,160,12,495
67787495,11,12.0,22.181818181818183,100,12,244
67790495,31,20.0,665.1935483870968,6224,10,20621
67793495,30,12.0,26.066666666666666,150,12,782
67796495,8,12.0,11.75,12,10,94
67799495,39,12.0,12.615384615384615,20,12,492
67802495,37,12.0,14.81081081081081,100,12,548
67805495,41,12.0,26.78048780487805,199,12,1098
67808495,40,12.0,11.95,12,10,478
67811495,59,12.0,12.779661016949152,20,10,754
67814495,41,12.0,60.19512195121951,1000,12,2468
67817495,23,12.0,12.0,12,12,276
67820495,53,12.0,12.0,12,12,636
67823495,17,12.0,696.5882352941177,5857,10,11842
67826495,19,12.0,13.68421052631579,20,12,260
67829495,8,16.0,16.0,20,12,128
67832495,9,12.0,13.777777777777779,20,12,124
67835495,7,12.0,15.142857142857142,20,10,106
67838495,14,12.0,13.142857142857142,20,12,184
67841495,8,12.0,13.0,20,12,104
67844495,22,12.0,12.0,12,12,264
67847495,27,12.0,12.0,12,12,324
67850495,38,12.0,12.842105263157896,20,12,488
67853495,44,12.0,13.727272727272727,50,12,604
67856495,31,12.0,11.935483870967742,12,10,370
67859495,20,12.0,13.5,20,10,270
67862495,57,12.0,15.228070175438596,52,12,868
67865495,36,12.0,154.88888888888889,5116,12,5576
67868495,34,12.0,15.294117647058824,100,10,520
67871495,22,12.0,15.954545454545455,100,10,351
67874495,32,12.0,12.0,12,12,384
67877495,5,12.0,12.0,12,12,60
67880495,29,12.0,12.551724137931034,20,12,364
67883495,53,12.0,12.60377358490566,20,12,668
67886495,49,12.0,12.326530612244898,20,12,604
67889495,25,12.0,12.0,12,12,300
67892495,34,12.0,12.0,12,12,408
67895495,25,12.0,30.12,100,12,753
67898495,25,12.0,12.0,12,12,300
67901495,11,12.0,12.727272727272727,20,12,140
67904495,31,12.0,12.774193548387096,20,12,396
67907495,33,12.0,12.0,12,12,396
67910495,29,12.0,12.586206896551724,20,10,365
67913495,31,12.0,14.580645161290322,60,12,452
67916495,8,12.0,12.0,12,12,96
67919495,7,12.0,12.0,12,12,84
67922495,22,12.0,13.454545454545455,20,12,296
67925495,24,12.0,14.166666666666666,50,10,340
67928495,21,12.0,12.0,20,10,252
67931495,38,12.0,12.0,12,12,456
67934495,15,100.0,2022.7333333333333,5465,12,30341
67937495,11,12.0,20.545454545454547,60,10,226
67940495,32,12.0,20.4375,146,12,654
67943495,10,12.0,12.0,12,12,120
67946495,11,12.0,60.90909090909091,150,10,670
67949495,12,12.0,20.666666666666668,100,12,248
67952495,13,12.0,19.692307692307693,100,10,256
67955495,15,12.0,14.4,20,10,216
67958495,12,12.0,14.166666666666666,20,12,170
67961495,7,12.0,31.714285714285715,150,12,222
67964495,13,12.0,12.461538461538462,20,10,162
67967495,11,12.0,13.454545454545455,20,12,148
67970495,10,12.0,1233.7,6209,12,12337
67973495,19,12.0,19.57894736842105,150,10,372
67976495,9,12.0,14.666666666666666,20,12,132
67979495,18,12.0,20.88888888888889,150,10,376
67982495,12,12.0,15.333333333333334,20,12,184
67985495,10,12.0,12.4,20,10,124
67988495,7,12.0,12.0,12,12,84
67991495,8,12.0,13.0,20,12,104
67994495,23,12.0,14.782608695652174,20,12,340
67997495,17,12.0,15.294117647058824,20,12,260
68000495,8,12.0,14.0,20,12,112
68003495,6,12.0,941.5,5351,12,5649
68006495,6,12.0,12.0,12,12,72
68009495,14,12.0,13.142857142857142,20,12,184
68012495,16,12.0,503.1875,7853,10,8051
68015495,14,12.0,14.857142857142858,20,12,208
68018495,10,12.0,15.2,20,12,152
68021495,14,12.0,12.714285714285714,20,10,178
68024495,3,12.0,14.666666666666666,20,12,44
68027495,14,12.0,886.5714285714286,6118,12,12412
68030495,22,12.0,950.8181818181819,5254,10,20918
68033495,15,12.0,26.933333333333334,140,12,404
68036495,9,12.0,12.88888888888889,20,12,116
68039495,21,12.0,668.1904761904761,7614,10,14032
68042495,16,12.0,14.0,20,12,224
68045495,13,12.0,13.846153846153847,20,12,180
68048495,12,12.0,34.666666666666664,100,12,416
68051495,19,12.0,919.3157894736842,5852,10,17467
68054495,21,12.0,15.047619047619047,60,12,316
68057495,11,12.0,12.0,12,12,132
68060495,11,51.0,46.0,86,20,506
68063495,7,20.0,2726.8571428571427,7470,20,19088
68066495,1,20.0,20.0,20,20,20
68069495,6,240.0,993.6666666666666,5202,20,5962
68072495,10,240.0,741.2,5392,100,7412
68075495,19,240.0,2401.6315789473683,10000,15,45631
68078495,5,240.0,3323.6,10000,15,16618
68081495,13,240.0,3911.5384615384614,10000,15,50850
68084495,11,240.0,1927.909090909091,10000,15,21207
68087495,12,240.0,1861.9166666666667,5382,15,22343
68090495,5,20.0,108.0,240,20,540
68093495,6,20.0,55.0,240,15,330
68096495,15,240.0,2620.0,10000,15,39300
68099495,13,240.0,533.2307692307693,5112,15,6932
68102495,26,2786.0,7056.884615384615,100001,15,183479
68105495,20,195.0,3144.65,50000,20,62893
68108495,14,75.0,947.1428571428571,6000,20,13260
68111495,19,20.0,593.421052631579,10000,15,11275
68114495,35,5725.0,4806.257142857143,20000,15,168219
68117495,11,25.0,120.0,240,15,1320
68120495,18,62.5,762.7777777777778,6000,20,13730
68123495,13,25.0,835.0,10000,15,10855
68126495,17,25.0,1913.7058823529412,8415,15,32533
68129495,14,3120.0,4457.642857142857,10209,20,62407
68132495,15,240.0,3592.0,10000,15,53880
68135495,13,240.0,1698.4615384615386,10000,15,22080
68138495,12,240.0,2400.0,10000,20,28800
68141495,10,240.0,1943.8,10000,15,19438
68144495,13,5563.0,5154.7692307692305,10000,15,67012
68147495,4,20.0,75.0,240,20,300
68150495,11,20.0,564.0909090909091,6000,15,6205
68153495,37,20.0,2530.2972972972975,10000,20,93621
68156495,38,20.0,901.0526315789474,10000,20,34240
68159495,33,20.0,1204.939393939394,10000,20,39763
68162495,10,130.0,804.7,3754,15,8047
68165495,18,240.0,2608.5,10000,20,46953
68168495,14,3552.0,3181.0,6579,20,44534
68171495,13,240.0,1123.5384615384614,6083,20,14606
68174495,17,5233.0,4177.411764705882,10000,15,71016
68177495,16,420.0,3660.4375,10000,20,58567
68180495,5,240.0,840.2,3676,20,4201
68183495,20,150.0,2567.7,10000,20,51354
68186495,9,150.0,822.6666666666666,3407,25,7404
68189495,10,3512.0,3724.2,10000,25,37242
68192495,15,240.0,2406.3333333333335,10000,20,36095
68195495,26,20.0,438.9230769230769,3723,15,11412
68198495,8,25.0,934.25,3747,15,7474
68201495,14,4678.5,3984.9285714285716,10000,20,55789
68204495,7,25.0,546.7142857142857,3467,15,3827
68207495,36,20.0,717.2222222222222,10000,15,25820
68210495,29,20.0,594.448275862069,10000,15,17239
68213495,13,20.0,1870.3076923076924,10000,20,24314
68216495,15,20.0,1338.0,6869,20,20070
68219495,8,54.5,1383.875,5417,20,11071
68222495,24,20.0,331.2916666666667,3487,20,7951
68225495,57,3365.0,3901.315789473684,10647,15,222375
68228495,15,240.0,2482.266666666667,10000,15,37234
68231495,16,2908.5,3773.0,10000,20,60368
68234495,5,25.0,1119.2,5506,15,5596
68237495,26,150.0,2429.576923076923,10000,20,63169
68240495,13,3532.0,12302.923076923076,120347,20,159938
68243495,30,20.0,890.0333333333333,10000,15,26701
68246495,28,20.0,1211.9642857142858,5918,20,33935
68249495,28,20.0,1221.75,10000,20,34209
68252495,7,150.0,626.1428571428571,3583,20,4383
68255495,10,3404.0,3285.7,10000,20,32857
68258495,33,20.0,614.1515151515151,5626,15,20267
68261495,25,20.0,289.8,3408,20,7245
68264495,28,20.0,270.89285714285717,3476,15,7585
68267495,27,20.0,796.6296296296297,10000,20,21509
68270495,13,240.0,5207.846153846154,50000,20,67702
68273495,6,20.0,56.666666666666664,240,20,340
68276495,11,3372.0,2507.2727272727275,5645,20,27580
68279495,11,240.0,1931.7272727272727,10000,25,21249
68282495,30,20.0,997.0333333333333,10000,20,29911
68285495,31,20.0,4779.290322580645,119995,20,148158
68288495,30,20.0,1676.1333333333334,10000,20,50284
68291495,23,20.0,787.7391304347826,3687,20,18118
68294495,25,20.0,2391.4,50000,20,59785
68297495,14,25.0,1739.4285714285713,10000,20,24352
68300495,26,20.0,1850.9615384615386,10000,20,48125
68303495,26,20.0,911.5384615384615,10000,20,23700
68306495,28,20.0,758.2857142857143,10000,20,21232
68309495,28,20.0,4686.642857142857,112256,20,131226
68312495,13,240.0,1962.076923076923,5355,15,25507
68315495,10,295.0,1920.1,8118,20,19201
68318495,6,25.0,1685.8333333333333,10000,15,10115
68321495,8,187.5,1876.125,5886,20,15009
68324495,22,20.0,343.8636363636364,3458,20,7565
68327495,28,20.0,325.35714285714283,5209,20,9110
68330495,30,20.0,386.46666666666664,5503,13,11594
68333495,21,20.0,797.5238095238095,5285,20,16748
68336495,27,20.0,821.074074074074,5964,20,22169
68339495,28,20.0,694.5357142857143,5582,20,19447
68342495,31,20.0,485.741935483871,10000,20,15058
68345495,18,240.0,3091.8333333333335,8537,20,55653
68348495,15,20.0,278.93333333333334,3464,20,4184
68351495,26,20.0,518.8846153846154,5599,20,13491
68354495,27,20.0,602.4444444444445,5385,20,16266
68357495,11,25.0,1358.4545454545455,7200,20,14943
68360495,8,62.5,1351.25,3757,20,10810
68363495,31,20.0,652.3870967741935,5351,20,20224
68366495,27,20.0,349.0,5225,20,9423
68369495,32,20.0,557.78125,6709,20,17849
68372495,32,20.0,302.28125,5471,20,9673
68375495,13,150.0,1933.076923076923,6850,20,25130
68378495,10,2089.5,2165.3,4483,20,21653
68381495,3,25.0,23.333333333333332,25,20,70
68384495,7,3466.0,2068.0,3645,20,14476
68387495,29,20.0,502.9655172413793,3617,20,14586
68390495,13,15.0,33.84615384615385,150,15,440
68393495,25,15.0,324.8,3637,15,8120
68396495,14,15.0,342.35714285714283,3683,15,4793
68399495,9,75.0,3388.777777777778,9800,20,30499
68402495,9,240.0,578.0,3572,20,5202
68405495,15,240.0,2229.8,6057,20,33447
68408495,9,150.0,1270.7777777777778,3819,20,11437
68411495,5,75.0,2093.0,6693,15,10465
68414495,8,1750.0,2500.75,7550,15,20006
68417495,33,15.0,173.06060606060606,3411,15,5711
68420495,19,15.0,259.6842105263158,3399,15,4934
68423495,17,20.0,929.4705882352941,8117,15,15801
68426495,19,15.0,721.578947368421,10000,15,13710
68429495,12,25.0,1135.8333333333333,6096,15,13630
68432495,11,3432.0,3601.7272727272725,10000,20,39619
68435495,29,15.0,1372.3793103448277,5850,15,39799
68438495,24,15.0,165.25,3606,15,3966
68441495,12,1976.5,2885.1666666666665,10000,20,34622
68444495,14,5372.0,3344.785714285714,5378,20,46827
68447495,12,5632.0,4615.166666666667,10000,75,55382
68450495,45,15.0,2203.9777777777776,20000,15,99179
68453495,41,15.0,376.8780487804878,3449,15,15452
68456495,37,15.0,515.1621621621622,7100,15,19061
68459495,31,20.0,1002.483870967742,7200,15,31077
68462495,11,75.0,1620.5454545454545,10000,20,17826
68465495,5,20.0,1322.2,6531,15,6611
68468495,12,3555.0,2777.5,10000,20,33330
68471495,40,15.0,837.875,6000,15,33515
68474495,48,20.0,1858.6666666666667,10000,15,89216
68477495,23,25.0,1237.304347826087,10000,15,28458
68480495,43,15.0,545.0930232558139,10000,15,23439
68483495,33,15.0,889.1818181818181,10000,15,29343
68486495,18,75.0,2563.4444444444443,10000,20,46142
68489495,8,4848.0,4278.875,10000,20,34231
68492495,8,50.0,2475.125,10000,20,19801
68495495,33,15.0,570.060606060606,3654,15,18812
68498495,27,15.0,1418.037037037037,10000,15,38287
68501495,18,1833.0,2531.6666666666665,10000,20,45570
68504495,17,3402.0,2681.764705882353,10000,20,45590
68507495,17,6600.0,4542.588235294118,10000,20,77224
68510495,12,20.0,21.916666666666668,60,10,263
68513495,40,15.0,294.35,6055,10,11774
68516495,21,20.0,869.8095238095239,5500,10,18266
68519495,40,15.0,96.125,2505,10,3845
68522495,37,15.0,258.6756756756757,6223,10,9571
68525495,36,15.0,21.944444444444443,240,10,790
68528495,43,15.0,190.34883720930233,2508,10,8185
68531495,36,15.0,230.80555555555554,2508,12,8309
68534495,38,15.0,147.60526315789474,2508,15,5609
68537495,59,20.0,1834.1186440677966,6206,10,108213
68540495,40,15.0,326.8,2508,12,13072
68543495,46,15.0,511.7391304347826,10000,12,23540
68546495,16,20.0,27.3125,150,12,437
68549495,60,15.0,452.68333333333334,10000,10,27161
68552495,41,15.0,1612.1951219512196,10000,12,66100
68555495,27,15.0,221.92592592592592,5550,12,5992
68558495,29,15.0,17.586206896551722,25,15,510
68561495,34,15.0,316.02941176470586,10000,10,10745
68564495,36,15.0,172.08333333333334,5600,15,6195
68567495,38,15.0,31.68421052631579,240,15,1204
68570495,32,15.0,93.21875,2508,12,2983
68573495,37,15.0,157.72972972972974,5236,12,5836
68576495,37,15.0,82.51351351351352,2508,10,3053
68579495,30,15.0,15.6,25,15,468
68582495,45,15.0,73.08888888888889,2508,10,3289
68585495,29,15.0,205.89655172413794,5050,10,5971
68588495,44,15.0,476.29545454545456,5202,10,20957
68591495,36,15.0,85.08333333333333,2508,10,3063
68594495,37,15.0,17.216216216216218,25,12,637
68597495,33,15.0,258.1212121212121,5500,10,8518
68600495,30,15.0,302.3,6119,12,9069
68603495,37,15.0,16.83783783783784,25,12,623
68606495,33,15.0,16.818181818181817,25,10,555
68609495,39,15.0,18.05128205128205,25,12,704
68612495,32,15.0,347.1875,5500,12,11110
68615495,44,15.0,131.5909090909091,5050,10,5790
68618495,29,15.0,103.44827586206897,2508,12,3000
68621495,31,15.0,16.903225806451612,25,12,524
68624495,24,15.0,22.916666666666668,150,15,550
68627495,36,15.0,15.61111111111111,25,10,562
68630495,29,15.0,3942.862068965517,100000,10,114343
68633495,39,15.0,16.333333333333332,25,10,637
68636495,35,15.0,20.37142857142857,150,15,713
68639495,34,15.0,16.529411764705884,25,12,562
68642495,47,15.0,208.5531914893617,9000,10,9802
68645495,32,15.0,19.71875,150,10,631
68648495,29,15.0,413.1034482758621,5704,12,11980
68651495,33,15.0,18.242424242424242,50,10,602
68654495,44,15.0,304.84090909090907,2508,10,13413
68657495,48,15.0,397.6666666666667,5076,10,19088
68660495,33,15.0,20.21212121212121,150,12,667
68663495,32,15.0,15.53125,20,10,497
68666495,49,15.0,1081.1020408163265,6398,10,52974
68669495,33,15.0,20.0,150,12,660
68672495,27,15.0,17.40740740740741,25,15,470
68675495,37,15.0,49.24324324324324,1000,12,1822
68678495,37,15.0,20.135135135135137,150,15,745
68681495,30,15.0,16.4,25,12,492
68684495,29,15.0,15.793103448275861,25,15,458
68687495,51,15.0,97.3529411764706,2508,12,4965
68690495,12,15.0,16.25,25,15,195
68693495,35,15.0,315.8,5500,12,11053
68696495,40,15.0,341.45,4100,10,13658
68699495,27,15.0,17.185185185185187,25,15,464
68702495,35,15.0,233.17142857142858,2508,10,8161
68705495,41,15.0,20.902439024390244,150,12,857
68708495,39,15.0,313.97435897435895,6155,12,12245
68711495,34,15.0,25.970588235294116,240,10,883
68714495,26,15.0,16.576923076923077,25,15,431
68717495,27,15.0,391.0,10000,12,10557
68720495,28,15.0,406.14285714285717,5445,15,11372
68723495,29,15.0,313.51724137931035,6125,12,9092
68726495,40,15.0,269.15,10000,12,10766
68729495,39,15.0,20.41025641025641,108,12,796
68732495,35,15.0,16.571428571428573,25,15,580
68735495,37,15.0,19.18918918918919,150,12,710
68738495,7,15.0,18.142857142857142,25,12,127
68741495,37,15.0,20.56756756756757,150,15,761
68744495,36,15.0,90.16666666666667,2508,12,3246
68747495,33,15.0,121.51515151515152,2508,12,4010
68750495,32,15.0,93.84375,2508,10,3003
68753495,38,15.0,23.31578947368421,161,15,886
68756495,30,15.0,109.06666666666666,2508,10,3272
68759495,39,15.0,271.97435897435895,2508,10,10607
68762495,31,15.0,16.35483870967742,25,10,507
68765495,34,15.0,92.08823529411765,2508,10,3131
68768495,33,15.0,17.393939393939394,25,12,574
68771495,40,15.0,142.025,2508,15,5681
68774495,36,15.0,16.444444444444443,25,12,592
68777495,32,15.0,363.25,6120,10,11624
68780495,23,15.0,455.6521739130435,10000,15,10480
68783495,26,15.0,113.57692307692308,2508,10,2953
68786495,33,15.0,318.6363636363636,10000,10,10515
68789495,35,15.0,387.0285714285714,5500,12,13546
68792495,30,15.0,17.166666666666668,25,10,515
68795495,32,15.0,20.96875,150,15,671
68798495,38,15.0,19.42105263157895,150,10,738
68801495,23,15.0,130.0,2508,12,2990
68804495,29,15.0,20.482758620689655,150,12,594
68807495,35,15.0,15.657142857142857,20,10,548
68810495,26,15.0,22.884615384615383,150,15,595
68813495,37,15.0,20.405405405405407,150,15,755
68816495,38,15.0,1371.8947368421052,50000,10,52132
68819495,30,15.0,385.23333333333335,5500,10,11557
68822495,30,15.0,381.3,5396,10,11439
68825495,25,15.0,116.36,2508,11,2909
68828495,38,15.0,19.842105263157894,150,10,754
68831495,32,22.5,538.34375,1200,10,17227
68834495,15,15.0,26.2,150,15,393
68837495,28,15.0,19.285714285714285,150,10,540
68840495,27,15.0,21.37037037037037,150,10,577
68843495,35,15.0,38.4,150,10,1344
68846495,19,20.0,321.42105263157896,4900,10,6107
68849495,33,15.0,24.363636363636363,300,10,804
68852495,38,15.0,30.63157894736842,500,10,1164
68855495,37,15.0,83.64864864864865,2508,10,3095
68858495,34,15.0,241.7058823529412,5218,12,8218
68861495,36,15.0,449.6111111111111,5318,10,16186
68864495,25,15.0,105.2,2250,10,2630
68867495,37,15.0,371.4594594594595,5389,12,13744
68870495,33,15.0,91.24242424242425,2508,15,3011
68873495,32,15.0,15.65625,25,11,501
68876495,32,15.0,914.78125,5550,10,29273
68879495,40,15.0,78.7,2508,10,3148
68882495,31,15.0,17.580645161290324,25,15,545
68885495,42,20.0,290.1904761904762,5419,10,12188
68888495,36,15.0,17.944444444444443,75,15,646
68891495,32,15.0,101.8125,2508,15,3258
68894495,29,15.0,14.620689655172415,20,10,424
68897495,28,15.0,20.285714285714285,150,10,568
68900495,34,15.0,90.0,2508,12,3060
68903495,39,15.0,15.717948717948717,20,10,613
68906495,25,15.0,16.08,25,12,402
