Ledger_Number,Ledger_Date,Row_Count,Transaction_Fee_med,Transaction_Fee_avg,Transaction_Fee_max,Transaction_Fee_min,Transaction_Fee_sum
92043495,2024-11-11T18:13:30.000Z,25,15.0,19.24,150.0,10.0,481.0
92043995,2024-11-11T18:45:50.000Z,38,15.0,21.07894736842105,221.0,10.0,801.0
92044495,2024-11-11T19:18:32.000Z,31,15.0,15.03225806451613,20.0,10.0,466.0
92044995,2024-11-11T19:51:10.000Z,45,10.0,13.044444444444444,20.0,10.0,587.0
92045495,2024-11-11T20:24:01.000Z,54,15.0,30.48148148148148,221.0,10.0,1646.0
92045995,2024-11-11T20:56:50.000Z,33,15.0,14.666666666666666,20.0,10.0,484.0
92046495,2024-11-11T21:29:22.000Z,51,10.0,15.568627450980392,221.0,10.0,794.0
92046995,2024-11-11T22:02:01.000Z,35,15.0,23.571428571428573,221.0,10.0,825.0
92047495,2024-11-11T22:34:40.000Z,12,15.0,16.583333333333332,30.0,10.0,199.0
92047995,2024-11-11T23:07:02.000Z,55,15.0,205.0909090909091,5118.0,10.0,11280.0
92048495,2024-11-11T23:39:42.000Z,22,15.0,19.727272727272727,150.0,10.0,434.0
92048995,2024-11-12T00:12:12.000Z,30,15.0,14.7,15.0,12.0,441.0
92049495,2024-11-12T00:45:00.000Z,45,15.0,14.955555555555556,30.0,10.0,673.0
92049995,2024-11-12T01:17:32.000Z,38,15.0,18.81578947368421,150.0,10.0,715.0
92050495,2024-11-12T01:50:10.000Z,40,10.0,12.625,20.0,10.0,505.0
92050995,2024-11-12T02:22:50.000Z,33,12.0,21.242424242424242,150.0,10.0,701.0
92051495,2024-11-12T02:55:30.000Z,36,15.0,600.6111111111111,5435.0,10.0,21622.0
92051995,2024-11-12T03:28:01.000Z,31,15.0,15.741935483870968,30.0,10.0,488.0
92052495,2024-11-12T04:00:30.000Z,25,15.0,14.88,20.0,10.0,372.0
92052995,2024-11-12T04:32:51.000Z,28,15.0,29.285714285714285,150.0,10.0,820.0
92053495,2024-11-12T05:05:20.000Z,46,11.0,18.891304347826086,150.0,10.0,869.0
92053995,2024-11-12T05:37:52.000Z,44,15.0,19.522727272727273,150.0,10.0,859.0
92054495,2024-11-12T06:10:20.000Z,38,13.5,16.63157894736842,150.0,10.0,632.0
92054995,2024-11-12T06:42:32.000Z,29,15.0,16.724137931034484,30.0,10.0,485.0
92055495,2024-11-12T07:15:10.000Z,39,15.0,19.794871794871796,221.0,10.0,772.0
92055995,2024-11-12T07:47:41.000Z,43,15.0,13.651162790697674,20.0,10.0,587.0
92056495,2024-11-12T08:20:00.000Z,40,11.0,155.2,5497.0,10.0,6208.0
92056995,2024-11-12T08:52:51.000Z,65,15.0,725.5692307692308,5178.0,10.0,47162.0
92057495,2024-11-12T09:25:51.000Z,47,15.0,571.8723404255319,5443.0,10.0,26878.0
92057995,2024-11-12T09:58:40.000Z,65,12.0,214.13846153846154,6344.0,10.0,13919.0
92058495,2024-11-12T10:31:32.000Z,52,15.0,29.98076923076923,221.0,10.0,1559.0
92058995,2024-11-12T11:04:22.000Z,37,15.0,25.64864864864865,150.0,10.0,949.0
92059495,2024-11-12T11:37:11.000Z,29,12.0,20.137931034482758,221.0,10.0,584.0
92059995,2024-11-12T12:10:02.000Z,47,15.0,135.53191489361703,5056.0,10.0,6370.0
92060495,2024-11-12T12:42:52.000Z,83,12.0,359.34939759036143,5807.0,10.0,29826.0
92060995,2024-11-12T13:16:01.000Z,56,12.0,20.589285714285715,150.0,10.0,1153.0
92061495,2024-11-12T13:49:01.000Z,68,13.5,564.3088235294117,15327.0,10.0,38373.0
92061995,2024-11-12T14:22:00.000Z,25,15.0,15.68,20.0,12.0,392.0
92062495,2024-11-12T14:54:50.000Z,60,15.0,32.766666666666666,150.0,10.0,1966.0
92062995,2024-11-12T15:27:41.000Z,59,11.0,301.1186440677966,5554.0,10.0,17766.0
92063495,2024-11-12T16:00:51.000Z,69,12.0,34.44927536231884,150.0,10.0,2377.0
92063995,2024-11-12T16:33:40.000Z,41,15.0,17.878048780487806,150.0,10.0,733.0
92064495,2024-11-12T17:06:21.000Z,53,15.0,14.283018867924529,72.0,10.0,757.0
92064995,2024-11-12T17:39:20.000Z,61,12.0,711.4590163934427,5478.0,10.0,43399.0
92065495,2024-11-12T18:12:02.000Z,43,15.0,30.88372093023256,150.0,10.0,1328.0
92065995,2024-11-12T18:45:01.000Z,56,15.0,17.696428571428573,150.0,10.0,991.0
92066495,2024-11-12T19:17:52.000Z,32,15.0,22.3125,150.0,10.0,714.0
92066995,2024-11-12T19:50:51.000Z,47,15.0,16.23404255319149,150.0,10.0,763.0
92067495,2024-11-12T20:23:52.000Z,61,15.0,13.344262295081966,20.0,10.0,814.0
92067995,2024-11-12T20:56:50.000Z,30,15.0,15.3,20.0,10.0,459.0
92068495,2024-11-12T21:29:30.000Z,50,10.0,13.58,55.0,10.0,679.0
92068995,2024-11-12T22:02:12.000Z,40,15.0,156.675,5305.0,10.0,6267.0
92069495,2024-11-12T22:35:20.000Z,76,10.0,20.460526315789473,221.0,10.0,1555.0
92069995,2024-11-12T23:08:11.000Z,66,15.0,25.40909090909091,221.0,10.0,1677.0
92070495,2024-11-12T23:41:11.000Z,36,15.0,18.166666666666668,150.0,10.0,654.0
92070995,2024-11-13T00:14:02.000Z,50,10.0,118.12,5000.0,10.0,5906.0
92071495,2024-11-13T00:47:00.000Z,78,10.0,23.615384615384617,221.0,10.0,1842.0
92071995,2024-11-13T01:19:51.000Z,47,15.0,25.0,221.0,10.0,1175.0
92072495,2024-11-13T01:52:52.000Z,21,15.0,33.285714285714285,150.0,10.0,699.0
92072995,2024-11-13T02:25:32.000Z,45,20.0,2003.7333333333333,6132.0,10.0,90168.0
92073495,2024-11-13T02:58:30.000Z,28,15.0,15.464285714285714,20.0,11.0,433.0
92073995,2024-11-13T03:31:20.000Z,61,11.0,16.327868852459016,221.0,10.0,996.0
92074495,2024-11-13T04:04:01.000Z,64,13.5,594.75,5406.0,10.0,38064.0
92074995,2024-11-13T04:36:41.000Z,68,15.0,477.3529411764706,5258.0,10.0,32460.0
92075495,2024-11-13T05:09:21.000Z,42,15.0,15.285714285714286,30.0,10.0,642.0
92075995,2024-11-13T05:42:00.000Z,58,15.0,32.08620689655172,150.0,10.0,1861.0
92076495,2024-11-13T06:14:40.000Z,47,12.0,18.76595744680851,150.0,10.0,882.0
92076995,2024-11-13T06:47:30.000Z,52,15.0,14.634615384615385,30.0,10.0,761.0
92077495,2024-11-13T07:20:10.000Z,28,15.0,22.892857142857142,221.0,10.0,641.0
92077995,2024-11-13T07:52:41.000Z,22,15.0,25.181818181818183,221.0,10.0,554.0
92078495,2024-11-13T08:25:31.000Z,30,10.0,17.133333333333333,150.0,10.0,514.0
92078995,2024-11-13T08:58:20.000Z,33,15.0,14.393939393939394,20.0,10.0,475.0
92079495,2024-11-13T09:31:10.000Z,45,15.0,15.6,30.0,10.0,702.0
92079995,2024-11-13T10:03:51.000Z,50,13.5,14.16,30.0,10.0,708.0
92080495,2024-11-13T10:36:40.000Z,43,15.0,25.74418604651163,221.0,10.0,1107.0
92080995,2024-11-13T11:09:20.000Z,26,15.0,24.576923076923077,150.0,10.0,639.0
92081495,2024-11-13T11:42:11.000Z,21,15.0,15.476190476190476,20.0,10.0,325.0
92081995,2024-11-13T12:14:50.000Z,43,10.0,17.86046511627907,221.0,10.0,768.0
92082495,2024-11-13T12:47:12.000Z,29,15.0,21.82758620689655,221.0,10.0,633.0
92082995,2024-11-13T13:19:52.000Z,46,150.0,3544.1739130434785,50000.0,10.0,163032.0
92083495,2024-11-13T13:52:52.000Z,49,15.0,469.734693877551,5734.0,10.0,23017.0
92083995,2024-11-13T14:25:41.000Z,62,15.0,17.048387096774192,221.0,10.0,1057.0
92084495,2024-11-13T14:58:40.000Z,76,10.0,16.657894736842106,150.0,10.0,1266.0
92084995,2024-11-13T15:31:21.000Z,59,12.0,23.847457627118644,221.0,10.0,1407.0
92085495,2024-11-13T16:04:12.000Z,46,10.0,16.08695652173913,150.0,10.0,740.0
92085995,2024-11-13T16:37:20.000Z,33,15.0,18.393939393939394,150.0,10.0,607.0
92086495,2024-11-13T17:10:22.000Z,42,15.0,27.785714285714285,150.0,10.0,1167.0
92086995,2024-11-13T17:43:11.000Z,46,15.0,21.434782608695652,221.0,10.0,986.0
92087495,2024-11-13T18:16:00.000Z,34,15.0,35.470588235294116,221.0,10.0,1206.0
92087995,2024-11-13T18:48:42.000Z,29,15.0,26.93103448275862,221.0,10.0,781.0
92088495,2024-11-13T19:21:40.000Z,57,12.0,17.526315789473685,150.0,10.0,999.0
92088995,2024-11-13T19:54:41.000Z,45,15.0,16.844444444444445,150.0,10.0,758.0
92089495,2024-11-13T20:27:30.000Z,57,15.0,20.719298245614034,150.0,10.0,1181.0
92089995,2024-11-13T21:00:02.000Z,50,11.0,13.14,30.0,10.0,657.0
92090495,2024-11-13T21:33:01.000Z,44,15.0,19.704545454545453,150.0,10.0,867.0
92090995,2024-11-13T22:05:50.000Z,74,10.0,11.837837837837839,20.0,10.0,876.0
92091495,2024-11-13T22:38:21.000Z,37,15.0,15.27027027027027,20.0,10.0,565.0
92091995,2024-11-13T23:10:31.000Z,44,10.0,17.34090909090909,221.0,10.0,763.0
92092495,2024-11-13T23:43:01.000Z,27,15.0,14.333333333333334,20.0,10.0,387.0
92092995,2024-11-14T00:15:31.000Z,30,10.0,12.633333333333333,20.0,10.0,379.0
92093495,2024-11-14T00:48:01.000Z,59,15.0,711.1694915254237,5180.0,10.0,41959.0
92093995,2024-11-14T01:20:41.000Z,19,12.0,21.0,150.0,10.0,399.0
92094495,2024-11-14T01:53:20.000Z,39,15.0,18.333333333333332,150.0,10.0,715.0
92094995,2024-11-14T02:25:51.000Z,51,12.0,13.705882352941176,20.0,10.0,699.0
92095495,2024-11-14T02:58:31.000Z,46,15.0,14.304347826086957,30.0,10.0,658.0
92095995,2024-11-14T03:31:01.000Z,35,15.0,14.685714285714285,20.0,10.0,514.0
92096495,2024-11-14T04:03:32.000Z,36,11.0,17.0,150.0,10.0,612.0
92096995,2024-11-14T04:36:10.000Z,41,15.0,15.536585365853659,100.0,10.0,637.0
92097495,2024-11-14T05:08:22.000Z,39,15.0,20.358974358974358,150.0,10.0,794.0
92097995,2024-11-14T05:40:50.000Z,44,15.0,494.59090909090907,5354.0,10.0,21762.0
92098495,2024-11-14T06:13:01.000Z,25,15.0,14.4,20.0,10.0,360.0
92098995,2024-11-14T06:45:40.000Z,30,15.0,14.1,20.0,10.0,423.0
92099495,2024-11-14T07:18:11.000Z,26,15.0,17.5,30.0,10.0,455.0
92099995,2024-11-14T07:50:32.000Z,31,15.0,14.225806451612904,20.0,10.0,441.0
92100495,2024-11-14T08:23:01.000Z,20,12.5,14.25,20.0,10.0,285.0
92100995,2024-11-14T08:55:50.000Z,55,15.0,410.54545454545456,5610.0,10.0,22580.0
92101495,2024-11-14T09:28:32.000Z,34,10.0,11.558823529411764,20.0,10.0,393.0
92101995,2024-11-14T10:00:50.000Z,72,10.0,12.319444444444445,20.0,10.0,887.0
92102495,2024-11-14T10:33:11.000Z,30,1000.0,2499.5666666666666,5901.0,10.0,74987.0
92102995,2024-11-14T11:06:00.000Z,46,13.5,17.369565217391305,221.0,10.0,799.0
92103495,2024-11-14T11:38:41.000Z,66,15.0,1326.3333333333333,5506.0,10.0,87538.0
92103995,2024-11-14T12:11:31.000Z,51,10.0,1005.0196078431372,5064.0,10.0,51256.0
92104495,2024-11-14T12:44:12.000Z,26,10.0,11.615384615384615,15.0,10.0,302.0
92104995,2024-11-14T13:17:01.000Z,36,15.0,13.75,20.0,10.0,495.0
92105495,2024-11-14T13:49:50.000Z,33,15.0,26.848484848484848,150.0,10.0,886.0
92105995,2024-11-14T14:22:21.000Z,24,15.0,19.708333333333332,150.0,10.0,473.0
92106495,2024-11-14T14:55:00.000Z,81,12.0,737.5802469135803,5678.0,10.0,59744.0
92106995,2024-11-14T15:27:41.000Z,32,11.0,21.15625,150.0,10.0,677.0
92107495,2024-11-14T16:00:21.000Z,37,15.0,15.594594594594595,100.0,10.0,577.0
92107995,2024-11-14T16:33:00.000Z,72,11.0,14.708333333333334,150.0,10.0,1059.0
92108495,2024-11-14T17:05:30.000Z,59,10.0,203.38983050847457,5381.0,10.0,12000.0
92108995,2024-11-14T17:38:12.000Z,48,15.0,354.6458333333333,5389.0,10.0,17023.0
92109495,2024-11-14T18:11:10.000Z,27,15.0,19.962962962962962,150.0,10.0,539.0
92109995,2024-11-14T18:44:00.000Z,43,12.0,19.651162790697676,150.0,10.0,845.0
92110495,2024-11-14T19:16:51.000Z,38,15.0,17.68421052631579,150.0,10.0,672.0
92110995,2024-11-14T19:49:31.000Z,91,10.0,11.802197802197803,20.0,10.0,1074.0
92111495,2024-11-14T20:22:11.000Z,37,15.0,20.83783783783784,150.0,10.0,771.0
92111995,2024-11-14T20:54:51.000Z,24,15.0,20.083333333333332,150.0,10.0,482.0
92112495,2024-11-14T21:27:42.000Z,35,15.0,24.02857142857143,221.0,10.0,841.0
92112995,2024-11-14T22:00:31.000Z,66,15.0,1078.6818181818182,5546.0,10.0,71193.0
92113495,2024-11-14T22:33:30.000Z,52,15.0,20.23076923076923,221.0,10.0,1052.0
92113995,2024-11-14T23:06:20.000Z,80,10.0,16.35,221.0,10.0,1308.0
92114495,2024-11-14T23:39:02.000Z,44,15.0,16.318181818181817,150.0,10.0,718.0
92114995,2024-11-15T00:11:52.000Z,60,10.0,100.26666666666667,5291.0,10.0,6016.0
92115495,2024-11-15T00:44:40.000Z,44,15.0,14.386363636363637,20.0,10.0,633.0
92115995,2024-11-15T01:17:22.000Z,54,10.0,14.75925925925926,150.0,10.0,797.0
92116495,2024-11-15T01:50:10.000Z,24,12.0,33.208333333333336,221.0,10.0,797.0
92116995,2024-11-15T02:22:51.000Z,41,11.0,15.731707317073171,150.0,10.0,645.0
92117495,2024-11-15T02:55:30.000Z,36,15.0,18.25,150.0,10.0,657.0
92117995,2024-11-15T03:28:10.000Z,27,15.0,20.25925925925926,150.0,10.0,547.0
92118495,2024-11-15T04:00:41.000Z,51,15.0,18.96078431372549,150.0,10.0,967.0
92118995,2024-11-15T04:33:22.000Z,31,15.0,14.580645161290322,20.0,10.0,452.0
92119495,2024-11-15T05:06:11.000Z,33,15.0,14.363636363636363,20.0,10.0,474.0
92119995,2024-11-15T05:38:42.000Z,73,15.0,157.013698630137,5302.0,10.0,11462.0
92120495,2024-11-15T06:11:11.000Z,47,10.0,11.914893617021276,20.0,10.0,560.0
92120995,2024-11-15T06:43:41.000Z,80,10.0,11.9125,20.0,10.0,953.0
92121495,2024-11-15T07:16:10.000Z,34,10.5,12.970588235294118,20.0,10.0,441.0
92121995,2024-11-15T07:48:42.000Z,53,12.0,18.28301886792453,150.0,10.0,969.0
92122495,2024-11-15T08:21:20.000Z,50,15.0,451.76,5544.0,10.0,22588.0
92122995,2024-11-15T08:53:42.000Z,38,15.0,13.921052631578947,20.0,10.0,529.0
92123495,2024-11-15T09:26:21.000Z,32,15.0,14.1875,20.0,10.0,454.0
92123995,2024-11-15T09:59:00.000Z,20,13.5,13.85,20.0,10.0,277.0
92124495,2024-11-15T10:31:51.000Z,77,10.0,148.97402597402598,5098.0,10.0,11471.0
92124995,2024-11-15T11:04:11.000Z,61,12.0,16.34426229508197,221.0,10.0,997.0
92125495,2024-11-15T11:36:41.000Z,26,15.0,14.692307692307692,20.0,10.0,382.0
92125995,2024-11-15T12:09:10.000Z,26,15.0,15.76923076923077,20.0,10.0,410.0
92126495,2024-11-15T12:41:41.000Z,47,15.0,595.9148936170212,5436.0,10.0,28008.0
92126995,2024-11-15T13:14:40.000Z,52,10.0,17.01923076923077,150.0,10.0,885.0
92127495,2024-11-15T13:47:30.000Z,41,15.0,15.341463414634147,30.0,10.0,629.0
92127995,2024-11-15T14:20:21.000Z,72,10.5,243.18055555555554,5501.0,10.0,17509.0
92128495,2024-11-15T14:53:02.000Z,55,11.0,602.7454545454545,5450.0,10.0,33151.0
92128995,2024-11-15T15:26:00.000Z,59,11.0,104.79661016949153,5312.0,10.0,6183.0
92129495,2024-11-15T15:58:40.000Z,26,15.0,14.23076923076923,20.0,10.0,370.0
92129995,2024-11-15T16:31:30.000Z,85,10.0,134.6,5156.0,10.0,11441.0
92130495,2024-11-15T17:04:10.000Z,57,10.0,843.0175438596491,5517.0,10.0,48052.0
92130995,2024-11-15T17:36:42.000Z,30,10.0,11.966666666666667,20.0,10.0,359.0
92131495,2024-11-15T18:09:21.000Z,48,10.0,21.729166666666668,221.0,10.0,1043.0
92131995,2024-11-15T18:42:02.000Z,45,10.0,19.22222222222222,221.0,10.0,865.0
92132495,2024-11-15T19:14:51.000Z,34,10.0,12.823529411764707,20.0,10.0,436.0
92132995,2024-11-15T19:48:02.000Z,34,15.0,679.1764705882352,5821.0,10.0,23092.0
92133495,2024-11-15T20:21:10.000Z,45,10.0,15.088888888888889,150.0,10.0,679.0
92133995,2024-11-15T20:54:11.000Z,46,11.0,13.021739130434783,20.0,10.0,599.0
92134495,2024-11-15T21:27:10.000Z,52,13.5,1836.0961538461538,16053.0,10.0,95477.0
92134995,2024-11-15T22:00:02.000Z,52,12.0,13.057692307692308,20.0,10.0,679.0
92135495,2024-11-15T22:33:00.000Z,32,15.0,18.8125,150.0,10.0,602.0
92135995,2024-11-15T23:06:01.000Z,41,15.0,14.439024390243903,20.0,10.0,592.0
92136495,2024-11-15T23:38:50.000Z,60,10.0,19.4,150.0,10.0,1164.0
92136995,2024-11-16T00:11:32.000Z,60,15.0,2320.516666666667,100001.0,10.0,139231.0
92137495,2024-11-16T00:44:30.000Z,16,10.0,12.4375,20.0,10.0,199.0
92137995,2024-11-16T01:17:01.000Z,31,12.0,13.580645161290322,20.0,10.0,421.0
92138495,2024-11-16T01:49:40.000Z,21,15.0,12.952380952380953,15.0,10.0,272.0
92138995,2024-11-16T02:22:20.000Z,47,10.0,11.659574468085106,15.0,10.0,548.0
92139495,2024-11-16T02:55:01.000Z,38,10.0,11.868421052631579,20.0,10.0,451.0
92139995,2024-11-16T03:27:50.000Z,48,10.0,579.6041666666666,5832.0,10.0,27821.0
92140495,2024-11-16T04:00:22.000Z,47,11.0,15.23404255319149,150.0,10.0,716.0
92140995,2024-11-16T04:33:01.000Z,11,15.0,13.545454545454545,20.0,10.0,149.0
92141495,2024-11-16T05:05:52.000Z,51,10.0,1971.5294117647059,100001.0,10.0,100548.0
92141995,2024-11-16T05:38:50.000Z,40,15.0,1273.325,50000.0,10.0,50933.0
92142495,2024-11-16T06:11:40.000Z,37,12.0,16.62162162162162,150.0,10.0,615.0
92142995,2024-11-16T06:44:31.000Z,41,12.0,12.317073170731707,20.0,10.0,505.0
92143495,2024-11-16T07:17:12.000Z,16,10.0,12.0,20.0,10.0,192.0
92143995,2024-11-16T07:50:00.000Z,38,10.0,11.710526315789474,20.0,10.0,445.0
92144495,2024-11-16T08:22:51.000Z,14,12.5,61.07142857142857,150.0,10.0,855.0
92144995,2024-11-16T08:55:32.000Z,33,10.0,18.272727272727273,221.0,10.0,603.0
92145495,2024-11-16T09:28:30.000Z,59,11.0,21.88135593220339,150.0,10.0,1291.0
92145995,2024-11-16T10:01:31.000Z,60,13.5,728.6666666666666,5444.0,10.0,43720.0
92146495,2024-11-16T10:34:41.000Z,76,10.0,85.90789473684211,5492.0,10.0,6529.0
92146995,2024-11-16T11:07:31.000Z,32,15.0,2886.6875,50000.0,10.0,92374.0
92147495,2024-11-16T11:40:30.000Z,86,10.0,130.45348837209303,5086.0,10.0,11219.0
92147995,2024-11-16T12:13:30.000Z,69,10.0,18.44927536231884,221.0,10.0,1273.0
92148495,2024-11-16T12:46:20.000Z,75,10.0,13.653333333333334,150.0,10.0,1024.0
92148995,2024-11-16T13:19:10.000Z,69,10.0,13.608695652173912,150.0,10.0,939.0
92149495,2024-11-16T13:52:01.000Z,31,15.0,18.967741935483872,150.0,12.0,588.0
92149995,2024-11-16T14:25:01.000Z,25,15.0,29.84,150.0,10.0,746.0
92150495,2024-11-16T14:58:10.000Z,45,12.0,17.355555555555554,100.0,10.0,781.0
92150995,2024-11-16T15:31:20.000Z,71,10.0,3047.943661971831,100001.0,10.0,216404.0
92151495,2024-11-16T16:04:20.000Z,55,15.0,19.527272727272727,150.0,10.0,1074.0
92151995,2024-11-16T16:37:22.000Z,59,10.0,861.4237288135594,50000.0,10.0,50824.0
92152495,2024-11-16T17:10:30.000Z,63,10.0,22.714285714285715,150.0,10.0,1431.0
92152995,2024-11-16T17:43:22.000Z,66,15.0,646.6818181818181,5116.0,10.0,42681.0
92153495,2024-11-16T18:16:22.000Z,79,15.0,20.620253164556964,150.0,10.0,1629.0
92153995,2024-11-16T18:49:12.000Z,75,10.0,15.373333333333333,150.0,10.0,1153.0
92154495,2024-11-16T19:22:12.000Z,47,12.0,15.659574468085106,150.0,10.0,736.0
92154995,2024-11-16T19:55:12.000Z,64,10.0,15.0625,150.0,10.0,964.0
92155495,2024-11-16T20:28:11.000Z,77,15.0,29.051948051948052,150.0,10.0,2237.0
92155995,2024-11-16T21:01:10.000Z,47,12.0,17.574468085106382,150.0,10.0,826.0
92156495,2024-11-16T21:34:02.000Z,53,15.0,1109.622641509434,5464.0,10.0,58810.0
92156995,2024-11-16T22:07:00.000Z,32,15.0,14.90625,30.0,10.0,477.0
92157495,2024-11-16T22:39:51.000Z,24,15.0,13.5,15.0,10.0,324.0
92157995,2024-11-16T23:12:31.000Z,39,12.0,13.948717948717949,30.0,10.0,544.0
92158495,2024-11-16T23:45:21.000Z,36,15.0,14.055555555555555,30.0,10.0,506.0
92158995,2024-11-17T00:18:11.000Z,34,15.0,22.147058823529413,150.0,10.0,753.0
92159495,2024-11-17T00:51:02.000Z,52,15.0,157.82692307692307,5834.0,10.0,8207.0
92159995,2024-11-17T01:24:01.000Z,23,15.0,18.0,30.0,12.0,414.0
92160495,2024-11-17T01:56:52.000Z,19,12.0,20.894736842105264,150.0,10.0,397.0
92160995,2024-11-17T02:29:52.000Z,48,10.0,11.270833333333334,20.0,10.0,541.0
92161495,2024-11-17T03:02:50.000Z,20,15.0,21.3,150.0,10.0,426.0
92161995,2024-11-17T03:35:31.000Z,40,15.0,17.225,150.0,10.0,689.0
92162495,2024-11-17T04:08:02.000Z,61,10.0,14.131147540983607,150.0,10.0,862.0
92162995,2024-11-17T04:40:52.000Z,28,15.0,13.25,20.0,10.0,371.0
92163495,2024-11-17T05:13:50.000Z,39,10.0,15.897435897435898,150.0,10.0,620.0
92163995,2024-11-17T05:46:20.000Z,34,15.0,21.676470588235293,150.0,10.0,737.0
92164495,2024-11-17T06:18:51.000Z,25,15.0,52.6,150.0,10.0,1315.0
92164995,2024-11-17T06:51:21.000Z,52,10.0,19.596153846153847,150.0,10.0,1019.0
92165495,2024-11-17T07:24:10.000Z,43,11.0,12.511627906976743,20.0,10.0,538.0
92165995,2024-11-17T07:56:50.000Z,16,15.0,27.875,221.0,10.0,446.0
92166495,2024-11-17T08:29:31.000Z,34,10.0,12.294117647058824,20.0,10.0,418.0
92166995,2024-11-17T09:02:20.000Z,25,15.0,14.0,20.0,10.0,350.0
92167495,2024-11-17T09:35:20.000Z,32,11.5,186.75,5383.0,10.0,5976.0
92167995,2024-11-17T10:08:10.000Z,42,13.5,12.547619047619047,15.0,10.0,527.0
92168495,2024-11-17T10:41:00.000Z,30,11.0,23.566666666666666,221.0,10.0,707.0
92168995,2024-11-17T11:13:50.000Z,26,15.0,18.46153846153846,150.0,10.0,480.0
92169495,2024-11-17T11:46:50.000Z,40,12.0,23.2,221.0,10.0,928.0
92169995,2024-11-17T12:19:41.000Z,50,12.0,11.8,20.0,10.0,590.0
92170495,2024-11-17T12:52:32.000Z,68,12.0,18.66176470588235,150.0,10.0,1269.0
92170995,2024-11-17T13:25:30.000Z,61,10.0,15.426229508196721,221.0,10.0,941.0
92171495,2024-11-17T13:58:22.000Z,45,11.0,31.711111111111112,221.0,10.0,1427.0
92171995,2024-11-17T14:31:31.000Z,60,10.0,14.616666666666667,150.0,10.0,877.0
92172495,2024-11-17T15:04:30.000Z,24,12.0,32.083333333333336,221.0,10.0,770.0
92172995,2024-11-17T15:37:11.000Z,41,12.0,145.1219512195122,5297.0,10.0,5950.0
92173495,2024-11-17T16:10:00.000Z,50,10.0,19.22,150.0,10.0,961.0
92173995,2024-11-17T16:42:32.000Z,56,10.0,11.464285714285714,20.0,10.0,642.0
92174495,2024-11-17T17:15:31.000Z,55,15.0,17.854545454545455,150.0,10.0,982.0
92174995,2024-11-17T17:48:31.000Z,27,10.0,12.407407407407407,20.0,10.0,335.0
92175495,2024-11-17T18:21:30.000Z,52,12.0,13.596153846153847,30.0,10.0,707.0
92175995,2024-11-17T18:54:31.000Z,32,10.0,12.09375,15.0,10.0,387.0
92176495,2024-11-17T19:27:11.000Z,62,10.0,12.112903225806452,20.0,10.0,751.0
92176995,2024-11-17T20:00:00.000Z,24,10.0,21.875,221.0,10.0,525.0
92177495,2024-11-17T20:32:42.000Z,32,11.0,20.875,221.0,10.0,668.0
92177995,2024-11-17T21:05:20.000Z,30,12.0,22.1,150.0,10.0,663.0
92178495,2024-11-17T21:37:52.000Z,21,20.0,59.476190476190474,221.0,10.0,1249.0
92178995,2024-11-17T22:10:41.000Z,44,11.0,12.931818181818182,30.0,10.0,569.0
92179495,2024-11-17T22:43:31.000Z,21,10.0,13.80952380952381,30.0,10.0,290.0
92179995,2024-11-17T23:16:22.000Z,42,10.0,25.166666666666668,221.0,10.0,1057.0
92180495,2024-11-17T23:49:20.000Z,30,11.0,12.333333333333334,15.0,10.0,370.0
92180995,2024-11-18T00:22:20.000Z,28,10.0,17.107142857142858,150.0,10.0,479.0
92181495,2024-11-18T00:55:11.000Z,40,11.0,19.425,150.0,10.0,777.0
92181995,2024-11-18T01:27:51.000Z,42,10.0,17.142857142857142,221.0,10.0,720.0
92182495,2024-11-18T02:00:51.000Z,93,15.0,770.9032258064516,5651.0,10.0,71694.0
92182995,2024-11-18T02:33:50.000Z,23,15.0,20.652173913043477,150.0,10.0,475.0
92183495,2024-11-18T03:06:30.000Z,65,10.0,15.507692307692308,221.0,10.0,1008.0
92183995,2024-11-18T03:39:02.000Z,55,10.0,17.254545454545454,100.0,10.0,949.0
92184495,2024-11-18T04:11:42.000Z,81,11.0,26.85185185185185,221.0,10.0,2175.0
92184995,2024-11-18T04:44:22.000Z,49,15.0,19.081632653061224,100.0,10.0,935.0
92185495,2024-11-18T05:17:12.000Z,68,15.0,25.83823529411765,221.0,10.0,1757.0
92185995,2024-11-18T05:49:50.000Z,31,15.0,32.16129032258065,150.0,10.0,997.0
92186495,2024-11-18T06:22:30.000Z,44,13.5,14.863636363636363,30.0,10.0,654.0
92186995,2024-11-18T06:55:12.000Z,35,10.0,13.857142857142858,30.0,10.0,485.0
92187495,2024-11-18T07:27:52.000Z,53,12.0,20.62264150943396,150.0,10.0,1093.0
92187995,2024-11-18T08:00:50.000Z,71,10.0,21.971830985915492,150.0,10.0,1560.0
92188495,2024-11-18T08:33:30.000Z,47,12.0,22.78723404255319,221.0,10.0,1071.0
92188995,2024-11-18T09:06:21.000Z,47,15.0,27.340425531914892,671.0,10.0,1285.0
92189495,2024-11-18T09:39:12.000Z,72,13.5,453.30555555555554,5256.0,10.0,32638.0
92189995,2024-11-18T10:11:51.000Z,36,15.0,13.555555555555555,20.0,10.0,488.0
92190495,2024-11-18T10:44:31.000Z,35,15.0,19.914285714285715,221.0,10.0,697.0
92190995,2024-11-18T11:17:30.000Z,55,15.0,115.2909090909091,5295.0,10.0,6341.0
92191495,2024-11-18T11:50:31.000Z,57,11.0,16.07017543859649,221.0,10.0,916.0
