Ledger_Number,Ledger_Date,Row_Count,Transaction_Fee_med,Transaction_Fee_avg,Transaction_Fee_max,Transaction_Fee_min,Transaction_Fee_sum
90020995,2024-08-13T03:38:41.000Z,50,10.0,11.58,20.0,10.0,579.0
90021495,2024-08-13T04:11:21.000Z,51,10.0,15.882352941176471,150.0,10.0,810.0
90021995,2024-08-13T04:44:01.000Z,53,10.0,11.547169811320755,20.0,10.0,612.0
90022495,2024-08-13T05:16:40.000Z,19,16.0,15.736842105263158,20.0,10.0,299.0
90022995,2024-08-13T05:49:01.000Z,19,10.0,13.0,20.0,10.0,247.0
90023495,2024-08-13T06:21:32.000Z,36,10.0,11.722222222222221,20.0,10.0,422.0
90023995,2024-08-13T06:54:10.000Z,49,10.0,11.428571428571429,20.0,10.0,560.0
90024495,2024-08-13T07:26:41.000Z,32,10.0,12.28125,20.0,10.0,393.0
90024995,2024-08-13T07:59:11.000Z,14,12.0,14.428571428571429,20.0,10.0,202.0
90025495,2024-08-13T08:31:50.000Z,10,20.0,17.5,20.0,10.0,175.0
90025995,2024-08-13T09:04:20.000Z,51,10.0,118.45098039215686,5299.0,10.0,6041.0
90026495,2024-08-13T09:36:50.000Z,22,17.5,52.13636363636363,221.0,10.0,1147.0
90026995,2024-08-13T10:09:30.000Z,39,10.0,12.179487179487179,20.0,10.0,475.0
90027495,2024-08-13T10:42:00.000Z,31,10.0,11.451612903225806,20.0,10.0,355.0
90027995,2024-08-13T11:14:21.000Z,10,12.5,14.5,20.0,10.0,145.0
90028495,2024-08-13T11:47:10.000Z,25,10.0,13.28,20.0,10.0,332.0
90028995,2024-08-13T12:19:31.000Z,11,15.0,15.181818181818182,20.0,10.0,167.0
90029495,2024-08-13T12:52:01.000Z,42,10.0,509.0238095238095,5334.0,10.0,21379.0
90029995,2024-08-13T13:24:40.000Z,26,12.0,20.807692307692307,221.0,10.0,541.0
90030495,2024-08-13T13:57:11.000Z,50,10.0,18.66,221.0,10.0,933.0
90030995,2024-08-13T14:29:50.000Z,21,10.0,15.238095238095237,30.0,10.0,320.0
90031495,2024-08-13T15:02:11.000Z,37,12.0,26.7027027027027,471.0,10.0,988.0
90031995,2024-08-13T15:34:42.000Z,40,10.0,13.25,30.0,10.0,530.0
90032495,2024-08-13T16:07:12.000Z,22,11.0,12.954545454545455,20.0,10.0,285.0
90032995,2024-08-13T16:39:50.000Z,32,10.0,515.4375,5359.0,10.0,16494.0
90033495,2024-08-13T17:12:30.000Z,55,10.0,14.090909090909092,150.0,10.0,775.0
90033995,2024-08-13T17:45:01.000Z,14,13.5,20.928571428571427,100.0,10.0,293.0
90034495,2024-08-13T18:17:30.000Z,35,10.0,12.342857142857143,20.0,10.0,432.0
90034995,2024-08-13T18:49:51.000Z,47,10.0,14.361702127659575,150.0,10.0,675.0
90035495,2024-08-13T19:22:30.000Z,64,10.0,19.3125,150.0,10.0,1236.0
90035995,2024-08-13T19:55:01.000Z,41,10.0,11.731707317073171,20.0,10.0,481.0
90036495,2024-08-13T20:27:30.000Z,50,10.0,11.26,20.0,10.0,563.0
90036995,2024-08-13T21:00:00.000Z,40,10.0,11.5,20.0,10.0,460.0
90037495,2024-08-13T21:32:30.000Z,22,12.0,14.227272727272727,20.0,10.0,313.0
90037995,2024-08-13T22:05:00.000Z,49,10.0,11.775510204081632,20.0,10.0,577.0
90038495,2024-08-13T22:37:40.000Z,23,10.0,20.0,150.0,10.0,460.0
90038995,2024-08-13T23:10:11.000Z,25,10.0,12.48,20.0,10.0,312.0
90039495,2024-08-13T23:42:42.000Z,24,12.0,16.5,30.0,10.0,396.0
