Ledger_Number,Transaction_Hash,Transaction_Fee,Account_ID,Gets_Currency_Code,Gets_Count,Gets_Currency_Issuer,Pays_Currency_Code,Pays_Count,Pays_Currency_Issuer,Error
92369495,C3ED4B7F2EA9AD08780CFCB27FA94BFE500CE46CC96F1B0550937F68858BA82D,150,rhsZ3vN1uwiu9KAuiJQc2Fw3FTnrapW8Pm,BCH,2.1299,rcyS4CeCZVYvTiKcxj6Sx32ibKwcDHLds,XRP,764180815,,
92369495,85440E4D7D9D2A54E92FBD792E91C95BBF6480138BD665A0C57680F8EEA40DEB,12,rpbncvp8AtVwjr3s7LKHYtKDv6pW9kYQT3,584D454D45000000000000000000000000000000,35,r4UPddYeGeZgDhSGPkooURsQtmGda4oYQW,XRP,595,,
92369495,DBD1789FD22CDF2FF1E3EB7325C47C1B78365DACF715AC4510D142E4850EDB25,30,rsTcD684mhKPBUNq9afrfTttjy9vjvSZHq,XRP,36746684,,457175696C69627269756D000000000000000000,1824.2,rpakCr61Q92abPXJnVboKENmpKssWyHpwu,
92369495,35AE59B0181D6988DBB5BEF64CA1977130D6B4490771F45E12769216925ACD39,30,rsTcD684mhKPBUNq9afrfTttjy9vjvSZHq,XRP,18680925,,457175696C69627269756D000000000000000000,938.1271380505197,rpakCr61Q92abPXJnVboKENmpKssWyHpwu,
92369495,9C8B13F310110196265B9962425785F6A123B15881AC78E5F83551DB627B9EB2,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,ATM,443.3694464816849,raDZ4t8WPXkmDfJWMLBcNZmmSHmBC523NZ,534F4C4F00000000000000000000000000000000,0.01225492068203334,rsoLo2S1kiGeCcn6hCUXVrCpGMWLrRrLZz,
92369495,EDDE3D7F52DA966AA13DD517572B1A704E437D9B3B0A23CD1A0A48A596D4CE34,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,534F4C4F00000000000000000000000000000000,0.01547835197368685,rsoLo2S1kiGeCcn6hCUXVrCpGMWLrRrLZz,TPC,1.464426793924039,rG5V4BAhSAb8LHQwZpTa13FrtNwygF1AEd,
92369495,0032D544D2AA36571EDE844254677C2B8D5DF6675DABD703D6410CEDDDBBFC9D,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,TPC,1.849802266009312,rG5V4BAhSAb8LHQwZpTa13FrtNwygF1AEd,5A52505900000000000000000000000000000000,1.052250066757479,rsxkrpsYaeTUdciSFJwvto7MKSrgGnvYvA,
92369495,930DBA789D42772F3E47F0665334AC39DAE0B64D92107DF9BFA616A1091D369C,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,5A52505900000000000000000000000000000000,1.329157979062079,rsxkrpsYaeTUdciSFJwvto7MKSrgGnvYvA,7853504543544152000000000000000000000000,0.5147495459673673,rh5jzTCdMRCVjQ7LT6zucjezC47KATkuvv,
92369495,3A5E78EBE0999E1C3D01E0CC6040EC97D7A141D83B118F35A39A0DE59049344E,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,7853504543544152000000000000000000000000,0.6502099528008851,rh5jzTCdMRCVjQ7LT6zucjezC47KATkuvv,6D756C6100000000000000000000000000000000,15.08890627082011,rMULA5hkZqsu7545NPnJZfu5ghKxuRbCro,
92369495,A04FE418EA92597466675F39D81D770C7B91E628093F4D3AE9CF1F06F333AEAD,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,6D756C6100000000000000000000000000000000,19.05967107893066,rMULA5hkZqsu7545NPnJZfu5ghKxuRbCro,4245415200000000000000000000000000000000,1.742147476520723,rBEARGUAsyu7tUw53rufQzFdWmJHpJEqFW,
92369495,BDD2AC24E7D23AC8FA2A8945A9A6B958E3C07D59FD17540B6CE5E661623B017B,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,4245415200000000000000000000000000000000,2.200607338763019,rBEARGUAsyu7tUw53rufQzFdWmJHpJEqFW,41524D5900000000000000000000000000000000,37.38823709713015,r319FqohpKLwjtcV2mosyC5sy125fDk4uH,
92369495,F3858F62C49C443A11C810C519683DA927064ADA359C906903BB56CA7B23A260,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,41524D5900000000000000000000000000000000,47.22724685953281,r319FqohpKLwjtcV2mosyC5sy125fDk4uH,ATM,1521.395912754501,raDZ4t8WPXkmDfJWMLBcNZmmSHmBC523NZ,
92369495,09CD58C705418AA7419E7BE7355AD7FBD40C89D322D671C4E3CE2A2766247B1A,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,5265646479000000000000000000000000000000,1802838.437689388,rw5Kdcm1vW4xVefFafjMbevs5SL9fYP36U,STX,0.3409677786155915,rSTAYKxF2K77ZLZ8GoAwTqPGaphAqMyXV,
92369495,CF6F26741ECE10B3EDD06C2C97AF17BF62EDEF0360B333718E91BE0F66D168BE,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,STX,0.4306961414091682,rSTAYKxF2K77ZLZ8GoAwTqPGaphAqMyXV,585241494E000000000000000000000000000000,0.05210080981100714,rh3tLHbXwZsp7eciw2Qp8g7bN9RnyGa2pF,
92369495,AFC36331A066D4FB3FA693EAC4E6B9204575AB16274238A8EA96AF83C96B627D,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,585241494E000000000000000000000000000000,0.06581154923495638,rh3tLHbXwZsp7eciw2Qp8g7bN9RnyGa2pF,5852646F67650000000000000000000000000000,2.181119005665285,rLqUC2eCPohYvJCEBJ77eCCqVL2uEiczjA,
92369495,FE1A1AE374B448417493DE5F9E7FBA116DF2A50C53D136E7714CC35CE21D5D9D,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,5852646F67650000000000000000000000000000,2.755097691366676,rLqUC2eCPohYvJCEBJ77eCCqVL2uEiczjA,4249547800000000000000000000000000000000,0.000004823887548217844,rBitcoiNXev8VoVxV7pwoQx1sSfonVP9i3,
92369495,A253C18B942936596590B9CC52730F5DD5BC6F74B11B6A6A54A1259A613250CB,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,4249547800000000000000000000000000000000,0.000006093331639854119,rBitcoiNXev8VoVxV7pwoQx1sSfonVP9i3,5357495443480000000000000000000000000000,0.6304804507545558,rJ8jyXpdAZhfxMamtLadk8LYFxd1ff6iKQ,
92369495,0F4C534FAC96E66BB8BE657B7EB7B21B23C99A53B6D93C9A51B076BFB6341F2B,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,5357495443480000000000000000000000000000,0.7963963588478599,rJ8jyXpdAZhfxMamtLadk8LYFxd1ff6iKQ,5265646479000000000000000000000000000000,4291570.078051114,rw5Kdcm1vW4xVefFafjMbevs5SL9fYP36U,
92369495,47E26F8B8A79C3E027E1151610A405B777758D298D04C34A6E3F9B8AD5983350,10,rogue5HnPRSszD9CWGSUz8UGHMVwSSKF6,4249547800000000000000000000000000000000,0.00006370412974066361,rBitcoiNXev8VoVxV7pwoQx1sSfonVP9i3,404,919.9236590167481,raHJ4Jz9PYk356wWaDMYw79B17iWtfsSMi,
