TimeStamp,Price,Currency
2024-08-07 04:04:56.807,0.5158016607911194,usd
2024-08-07 05:09:45.258,0.5155009324760998,usd
2024-08-07 07:04:52.717,0.5112963028969237,usd
2024-08-07 08:04:30.066,0.5137343661501882,usd
2024-08-07 09:40:55.449,0.5173815191004383,usd
2024-08-07 10:38:28.632,0.5177971391441422,usd
2024-08-07 11:20:21.753,0.5166309551133401,usd
2024-08-07 12:41:19.291,0.5152955604882132,usd
2024-08-07 14:07:27.037,0.5080806097781718,usd
2024-08-07 15:45:39.408,0.4979459878687672,usd
2024-08-07 16:59:51.648,0.5034314128091791,usd
2024-08-07 17:05:31.766,0.5045089820680476,usd
2024-08-07 17:06:58.993,0.5045089820680476,usd
2024-08-07 18:02:18.523,0.5023151744372765,usd
2024-08-07 19:07:15.957,0.5026600139870783,usd
2024-08-07 20:03:05.476,0.5309781310365802,usd
2024-08-07 21:04:40.385,0.5964408683334985,usd
2024-08-07 22:08:12.681,0.6288958757333496,usd
2024-08-07 23:07:49.162,0.6111984199809231,usd
2024-08-08 00:09:14.396,0.6019938731072211,usd
2024-08-08 01:06:13.731,0.5861606595928179,usd
2024-08-08 02:08:05.541,0.6058272536674986,usd
2024-08-08 03:00:28.222,0.6170750896857637,usd
2024-08-08 04:03:30.335,0.6139247942247475,usd
2024-08-08 05:09:06.214,0.5990709027057287,usd
2024-08-08 06:12:54.131,0.6035975767318804,usd
2024-08-08 07:00:43.349,0.6064405904493565,usd
2024-08-08 08:14:29.308,0.6089208361146851,usd
2024-08-08 09:03:30.840,0.618451876707081,usd
2024-08-08 10:12:03.692,0.6147944247669936,usd
2024-08-08 11:14:36.482,0.6170119302472129,usd
2024-08-08 12:15:27.461,0.6124532698552804,usd
2024-08-08 13:10:56.463,0.613644036573259,usd
2024-08-08 14:03:20.259,0.6039709298569105,usd
2024-08-08 15:16:22.492,0.612386115049332,usd
2024-08-08 16:02:06.096,0.6144655021121948,usd
2024-08-08 17:08:38.910,0.6174420317581557,usd
2024-08-08 18:04:59.921,0.6219141733694343,usd
2024-08-08 19:18:21.391,0.6398840034192731,usd
2024-08-08 20:02:10.712,0.6213963434203343,usd
2024-08-08 21:02:23.088,0.6127546981871662,usd
2024-08-08 22:02:06.829,0.6160324756504827,usd
2024-08-08 23:16:42.603,0.6178715911454203,usd
2024-08-09 00:04:24.545,0.6168407810528933,usd
2024-08-09 01:16:38.811,0.612260690471545,usd
2024-08-09 02:06:30.345,0.6137372244680863,usd
2024-08-09 03:06:42.234,0.6174185577692176,usd
2024-08-09 04:12:58.279,0.6132511077212993,usd
2024-08-09 05:03:41.163,0.6041896129467682,usd
2024-08-09 06:13:53.150,0.6064481706451382,usd
2024-08-09 07:18:35.930,0.6029945550740234,usd
2024-08-09 08:18:42.276,0.6026470788290621,usd
2024-08-09 09:07:36.505,0.6045385262395849,usd
